100,20,3,2,0
100,21,3,2,0
100,40,2,2,0
101,20,3,2,0.96
101,21,3,2,7.23
101,40,2,2,4.02
102,20,3,2,1.8
102,21,3,2,8.14
102,40,2,2,4.87
103,20,3,2,0
103,21,3,2,0
103,40,2,2,0
104,20,3,2,2.11
104,21,3,2,8.42
104,40,2,2,5.32
110,20,3,2,2.14
110,21,3,2,8.15
110,40,2,2,5.08
111,20,3,2,0.96
111,21,3,2,7.41
111,40,2,2,0.1
112,20,3,2,2.05
112,21,3,2,8.22
112,40,2,2,5.1
113,20,3,2,0
113,21,3,2,0
113,40,2,2,4
114,20,3,2,0.87
114,21,3,2,7.23
114,40,2,2,4.15
120,20,3,2,0.23
120,21,3,2,6.35
120,40,2,2,5.12
121,20,3,2,0
121,21,3,2,0
121,40,2,2,0
122,20,3,2,1.9
122,21,3,2,7.98
122,40,2,2,5.1
123,20,9,2,0
123,21,9,2,0
123,40,8,2,5.5
124,20,15,2,0
124,21,15,2,0
124,40,14,2,4.93
130,20,3,2,1
130,21,3,2,7.23
130,40,2,2,4.11
131,20,3,2,0.96
131,21,3,2,7.23
131,40,2,2,3.99
132,20,3,2,2.11
132,21,3,2,8.38
132,40,2,2,5.13
133,20,3,2,2.3
133,21,3,2,8.69
133,40,2,2,0.13
134,20,3,2,1.67
134,21,3,2,7.5
134,40,2,2,4.78
150,20,3,2,1.9
150,21,3,2,8.21
150,40,2,2,4.97
151,20,3,2,1.2
151,21,3,2,7.39
151,40,2,2,4.22
152,20,3,2,2.05
152,21,3,2,8.34
152,40,2,2,5.05
153,20,3,2,0.91
153,21,3,2,7.24
153,40,2,2,3.9
157,20,3,2,1.97
157,21,3,2,8.22
157,40,2,2,4.96
301,40,2,1,-1.49
301,40,3,1,-1.49
301,40,4,1,1.43
301,40,5,1,1.43
302,40,2,1,-1.17
302,40,3,1,-1.07
302,40,4,1,-1.04
302,40,5,1,-1.04
303,40,2,1,-0.8
303,40,3,1,-0.8
303,40,4,1,-1.6
303,40,5,1,-1.6
304,40,2,1,-1.55
304,40,3,1,-1.55
304,40,4,1,-1.48
304,40,5,1,-1.48
305,40,2,1,-2.09
305,40,3,1,-2.09
305,40,4,1,-2.08
305,40,5,1,-2.08
306,40,2,1,-1.71
306,40,3,1,-1.71
306,40,4,1,-1.84
306,40,5,1,-1.84
307,40,2,1,-0.835
307,40,3,1,-0.835
307,40,4,1,-1.96
307,40,5,1,-1.96
308,40,2,1,-0.855
308,40,3,1,-0.855
308,40,4,1,-0.87
308,40,5,1,-0.87
309,40,2,1,-0.8
309,40,3,1,-0.8
309,40,4,1,-0.91
309,40,5,1,-0.91
310,40,2,1,-0.88
310,40,3,1,-0.88
310,40,4,1,-0.7
310,40,5,1,-0.7
311,40,2,1,0.58
311,40,3,1,0.54
311,40,4,1,0.55
311,40,5,1,0.54
312,40,2,1,0.38
312,40,3,1,0.38
312,40,4,1,0.8
312,40,5,1,0.8
